Sesjon;Gruppe;InnstKode;Nummer;gmlord;emneord;Filnavn
2017-2018;S;S;252;FORURENSNING;FORURENSNING;inns-201718-252S.xml
2017-2018;S;S;252;NATURVERN;NATURVERN;inns-201718-252S.xml
2017-2018;S;S;252;BERGVERK;BERGVERK;inns-201718-252S.xml
2017-2018;S;S;253;SAMFERDSEL;SAMFERDSEL;inns-201718-253S.xml
2017-2018;S;S;253;ENERGI;ENERGI;inns-201718-253S.xml
2017-2018;S;S;253;FORURENSNING;FORURENSNING;inns-201718-253S.xml
2017-2018;S;S;253;INTERNASJONALT SAMARBEID;INTERNASJONALT SAMARBEID;inns-201718-253S.xml
2017-2018;S;S;253;ELEKTRISITET;ELEKTRISITET;inns-201718-253S.xml
2017-2018;S;S;253;MILJØVERN;MILJØVERN;inns-201718-253S.xml
2017-2018;S;S;253;EU/EØS;EU/EØS;inns-201718-253S.xml
2017-2018;S;S;254;STORTINGETS FORRETNINGSORDEN;STORTINGETS FORRETNINGSORDEN;inns-201718-254S.xml
2017-2018;S;S;255;SPRÅK;SPRÅK;inns-201718-255S.xml
2017-2018;S;S;255;GRUNNLOVEN;GRUNNLOVEN;inns-201718-255S.xml
2017-2018;S;S;256;FREDSARBEID;FREDSARBEID;inns-201718-256S.xml
2017-2018;S;S;256;STORTINGET;STORTINGET;inns-201718-256S.xml
2017-2018;S;S;257;PRISER OG KONKURRANSEFORHOLD;PRISER OG KONKURRANSEFORHOLD;inns-201718-257S.xml
2017-2018;S;S;257;HUSBANKEN;HUSBANKEN;inns-201718-257S.xml
2017-2018;S;S;259;INNVANDRERE;INNVANDRERE;inns-201718-259S.xml
2017-2018;S;S;259;LIKESTILLING;LIKESTILLING;inns-201718-259S.xml
2017-2018;S;S;259;FAMILIE;FAMILIE;inns-201718-259S.xml
2017-2018;S;S;259;SPRÅK;SPRÅK;inns-201718-259S.xml
2017-2018;S;S;260;INNVANDRERE;INNVANDRERE;inns-201718-260S.xml
2017-2018;S;S;260;LIKESTILLING;LIKESTILLING;inns-201718-260S.xml
2017-2018;S;S;260;FAMILIE;FAMILIE;inns-201718-260S.xml
2017-2018;S;S;260;BARNEVERN;BARNEVERN;inns-201718-260S.xml
2017-2018;S;S;260;POLITI OG PÅTALEMYNDIGHET;POLITI OG PÅTALEMYNDIGHET;inns-201718-260S.xml
2017-2018;S;S;261;INNVANDRERE;INNVANDRERE;inns-201718-261S.xml
2017-2018;S;S;261;LIKESTILLING;LIKESTILLING;inns-201718-261S.xml
2017-2018;S;S;261;FAMILIE;FAMILIE;inns-201718-261S.xml
2017-2018;S;S;261;BARNEVERN;BARNEVERN;inns-201718-261S.xml
2017-2018;S;S;261;POLITI OG PÅTALEMYNDIGHET;POLITI OG PÅTALEMYNDIGHET;inns-201718-261S.xml
2017-2018;S;S;262;FORSVAR;FORSVAR;inns-201718-262S.xml
2017-2018;S;S;262;HELSEVESEN;HELSEVESEN;inns-201718-262S.xml
2017-2018;S;S;262;POLITI OG PÅTALEMYNDIGHET;POLITI OG PÅTALEMYNDIGHET;inns-201718-262S.xml
2017-2018;S;S;262;SAMFUNNSSIKKERHET;SAMFUNNSSIKKERHET;inns-201718-262S.xml
2017-2018;S;S;263;FISKERIER;FISKERIER;inns-201718-263S.xml
2017-2018;S;S;263;NATURVERN;NATURVERN;inns-201718-263S.xml
2017-2018;S;S;264;LANDBRUKSPRODUKTER;LANDBRUKSPRODUKTER;inns-201718-264S.xml
2017-2018;S;S;264;PRISER OG KONKURRANSEFORHOLD;PRISER OG KONKURRANSEFORHOLD;inns-201718-264S.xml
2017-2018;S;S;264;NÆRINGSUTVIKLING;NÆRINGSUTVIKLING;inns-201718-264S.xml
2017-2018;S;S;265;FISKERIER;FISKERIER;inns-201718-265S.xml
2017-2018;S;S;265;INTERNASJONALT SAMARBEID;INTERNASJONALT SAMARBEID;inns-201718-265S.xml
2017-2018;S;S;266;FISKERIER;FISKERIER;inns-201718-266S.xml
2017-2018;S;S;266;HAVNER;HAVNER;inns-201718-266S.xml
2017-2018;S;S;268;FYLKESKOMMUNENES ØKONOMI;FYLKESKOMMUNENES ØKONOMI;inns-201718-268S.xml
2017-2018;S;S;268;KOMMUNENES ØKONOMI;KOMMUNENES ØKONOMI;inns-201718-268S.xml
2017-2018;S;S;268;VEGVESEN;VEGVESEN;inns-201718-268S.xml
2017-2018;S;S;269;STATSFORVALTNING;STATSFORVALTNING;inns-201718-269S.xml
2017-2018;S;S;269;KOMMUNIKASJONSTEKNOLOGI;KOMMUNIKASJONSTEKNOLOGI;inns-201718-269S.xml
2017-2018;S;S;270;VEGVESEN;VEGVESEN;inns-201718-270S.xml
2017-2018;S;S;272;HELSEVESEN;HELSEVESEN;inns-201718-272S.xml
2017-2018;S;S;272;ARBEIDSVILKÅR;ARBEIDSVILKÅR;inns-201718-272S.xml
2017-2018;S;S;273;FORSKNING;FORSKNING;inns-201718-273S.xml
2017-2018;S;S;273;HELSEVESEN;HELSEVESEN;inns-201718-273S.xml
2017-2018;S;S;273;SVANGERSKAP;SVANGERSKAP;inns-201718-273S.xml
2017-2018;S;S;274;NÆRINGSUTVIKLING;NÆRINGSUTVIKLING;inns-201718-274S.xml
2017-2018;S;S;274;BYGNINGSVESEN;BYGNINGSVESEN;inns-201718-274S.xml
2017-2018;S;S;274;MILJØVERN;MILJØVERN;inns-201718-274S.xml
2017-2018;S;S;274;STATSEIENDOMMER;STATSEIENDOMMER;inns-201718-274S.xml
2017-2018;S;S;275;REGJERINGEN;REGJERINGEN;inns-201718-275S.xml
2017-2018;S;S;275;STORTINGET;STORTINGET;inns-201718-275S.xml
2017-2018;S;S;276;RIKSREVISJONEN;RIKSREVISJONEN;inns-201718-276S.xml
2017-2018;S;S;276;HELSEVESEN;HELSEVESEN;inns-201718-276S.xml
2017-2018;S;S;277;RIKSREVISJONEN;RIKSREVISJONEN;inns-201718-277S.xml
2017-2018;S;S;277;HELSEVESEN;HELSEVESEN;inns-201718-277S.xml
2017-2018;S;S;279;PERSONVERN;PERSONVERN;inns-201718-279S.xml
2017-2018;S;S;279;EU/EØS;EU/EØS;inns-201718-279S.xml
2017-2018;S;S;280;BARN;BARN;inns-201718-280S.xml
2017-2018;S;S;280;HELSEVESEN;HELSEVESEN;inns-201718-280S.xml
2017-2018;S;S;280;SYKEHUS;SYKEHUS;inns-201718-280S.xml
2017-2018;S;S;280;HELSEPERSONELL;HELSEPERSONELL;inns-201718-280S.xml
2017-2018;S;S;280;SVANGERSKAP;SVANGERSKAP;inns-201718-280S.xml
2017-2018;S;S;281;HELSEVESEN;HELSEVESEN;inns-201718-281S.xml
2017-2018;S;S;281;HELSEPERSONELL;HELSEPERSONELL;inns-201718-281S.xml
2017-2018;S;S;281;ARBEIDSVILKÅR;ARBEIDSVILKÅR;inns-201718-281S.xml
2017-2018;S;S;282;HELSEVESEN;HELSEVESEN;inns-201718-282S.xml
2017-2018;S;S;282;PRISER OG KONKURRANSEFORHOLD;PRISER OG KONKURRANSEFORHOLD;inns-201718-282S.xml
2017-2018;S;S;282;RUSMIDLER;RUSMIDLER;inns-201718-282S.xml
2017-2018;S;S;283;OMSORGSTJENESTER;OMSORGSTJENESTER;inns-201718-283S.xml
2017-2018;S;S;283;HELSEPERSONELL;HELSEPERSONELL;inns-201718-283S.xml
2017-2018;S;S;283;MENNESKERETTIGHETER;MENNESKERETTIGHETER;inns-201718-283S.xml
2017-2018;S;S;284;STORTINGETS FORRETNINGSORDEN;STORTINGETS FORRETNINGSORDEN;inns-201718-284S.xml
2017-2018;S;S;285;HELSEVESEN;HELSEVESEN;inns-201718-285S.xml
2017-2018;S;S;285;SYKDOMMER;SYKDOMMER;inns-201718-285S.xml
2017-2018;S;S;286;NATURVERN;NATURVERN;inns-201718-286S.xml
2017-2018;S;S;286;LOKALFORVALTNING;LOKALFORVALTNING;inns-201718-286S.xml
2017-2018;S;S;287;FORURENSNING;FORURENSNING;inns-201718-287S.xml
2017-2018;S;S;287;VEGTRAFIKK;VEGTRAFIKK;inns-201718-287S.xml
2017-2018;S;S;287;AVGIFTER;AVGIFTER;inns-201718-287S.xml
2017-2018;S;S;292;PRISER OG KONKURRANSEFORHOLD;PRISER OG KONKURRANSEFORHOLD;inns-201718-292S.xml
2017-2018;S;S;292;VAREHANDEL;VAREHANDEL;inns-201718-292S.xml
2017-2018;S;S;292;FORBRUKERSAKER;FORBRUKERSAKER;inns-201718-292S.xml
2017-2018;S;S;294;LIKESTILLING;LIKESTILLING;inns-201718-294S.xml
2017-2018;S;S;294;NÆRINGSLIV;NÆRINGSLIV;inns-201718-294S.xml
2017-2018;S;S;294;MILJØVERN;MILJØVERN;inns-201718-294S.xml
2017-2018;S;S;294;ARBEIDSMILJØ;ARBEIDSMILJØ;inns-201718-294S.xml
2017-2018;S;S;295;SAMFERDSEL;SAMFERDSEL;inns-201718-295S.xml
2017-2018;S;S;295;VEGTRAFIKK;VEGTRAFIKK;inns-201718-295S.xml
2017-2018;S;S;295;VEGVESEN;VEGVESEN;inns-201718-295S.xml
2017-2018;S;S;296;JERNBANER;JERNBANER;inns-201718-296S.xml
2017-2018;S;S;296;NORDISK SAMARBEID;NORDISK SAMARBEID;inns-201718-296S.xml
2017-2018;S;S;297;FORURENSNING;FORURENSNING;inns-201718-297S.xml
2017-2018;S;S;297;AVGIFTER;AVGIFTER;inns-201718-297S.xml
2017-2018;S;S;297;LUFTFART;LUFTFART;inns-201718-297S.xml
2017-2018;S;S;297;DISTRIKTSPOLITIKK;DISTRIKTSPOLITIKK;inns-201718-297S.xml
2017-2018;S;S;298;VEGVESEN;VEGVESEN;inns-201718-298S.xml
2017-2018;S;S;299;VEGVESEN;VEGVESEN;inns-201718-299S.xml
2017-2018;S;S;300;SAMFERDSEL;SAMFERDSEL;inns-201718-300S.xml
2017-2018;S;S;300;FORURENSNING;FORURENSNING;inns-201718-300S.xml
2017-2018;S;S;300;KOMMUNER;KOMMUNER;inns-201718-300S.xml
2017-2018;S;S;300;KOMMUNIKASJONSTEKNOLOGI;KOMMUNIKASJONSTEKNOLOGI;inns-201718-300S.xml
2017-2018;S;S;302;HANDEL;HANDEL;inns-201718-302S.xml
2017-2018;S;S;302;FORBRUKERSAKER;FORBRUKERSAKER;inns-201718-302S.xml
2017-2018;S;S;302;MILJØVERN;MILJØVERN;inns-201718-302S.xml
2017-2018;S;S;302;EU/EØS;EU/EØS;inns-201718-302S.xml
2017-2018;S;S;303;BARNEVERN;BARNEVERN;inns-201718-303S.xml
2017-2018;S;S;303;PRISER OG KONKURRANSEFORHOLD;PRISER OG KONKURRANSEFORHOLD;inns-201718-303S.xml
2017-2018;S;S;304;KRINGKASTING;KRINGKASTING;inns-201718-304S.xml
2017-2018;S;S;304;MASSEMEDIER;MASSEMEDIER;inns-201718-304S.xml
2017-2018;S;S;306;LANDBRUK;LANDBRUK;inns-201718-306S.xml
2017-2018;S;S;306;KULTURVERN;KULTURVERN;inns-201718-306S.xml
2017-2018;S;S;307;ARBEIDSVILKÅR;ARBEIDSVILKÅR;inns-201718-307S.xml
2017-2018;S;S;307;SJØFART;SJØFART;inns-201718-307S.xml
2017-2018;S;S;308;ARBEIDSLIV;ARBEIDSLIV;inns-201718-308S.xml
2017-2018;S;S;308;NÆRINGSLIV;NÆRINGSLIV;inns-201718-308S.xml
2017-2018;S;S;308;STATLIG EIERSKAP;STATLIG EIERSKAP;inns-201718-308S.xml
2017-2018;S;S;308;MILJØVERN;MILJØVERN;inns-201718-308S.xml
2017-2018;S;S;309;KRIMINALOMSORG;KRIMINALOMSORG;inns-201718-309S.xml
2017-2018;S;S;309;FENGSLER;FENGSLER;inns-201718-309S.xml
2017-2018;S;S;309;BARNEVERN;BARNEVERN;inns-201718-309S.xml
2017-2018;S;S;309;HELSEVESEN;HELSEVESEN;inns-201718-309S.xml
2017-2018;S;S;309;POLITI OG PÅTALEMYNDIGHET;POLITI OG PÅTALEMYNDIGHET;inns-201718-309S.xml
2017-2018;S;S;309;STORTINGETS OMBUDSMANN FOR FORVALTNINGEN;STORTINGETS OMBUDSMANN FOR FORVALTNINGEN;inns-201718-309S.xml
2017-2018;S;S;309;MENNESKERETTIGHETER;MENNESKERETTIGHETER;inns-201718-309S.xml
2017-2018;S;S;310;VEGTRAFIKK;VEGTRAFIKK;inns-201718-310S.xml
2017-2018;S;S;310;SKATTER;SKATTER;inns-201718-310S.xml
2017-2018;S;S;310;STORTINGETS OMBUDSMANN FOR FORVALTNINGEN;STORTINGETS OMBUDSMANN FOR FORVALTNINGEN;inns-201718-310S.xml
2017-2018;S;S;310;MENNESKERETTIGHETER;MENNESKERETTIGHETER;inns-201718-310S.xml
2017-2018;S;S;310;LOKALFORVALTNING;LOKALFORVALTNING;inns-201718-310S.xml
2017-2018;S;S;311;SYSSELSETTING;SYSSELSETTING;inns-201718-311S.xml
2017-2018;S;S;311;RIKSREVISJONEN;RIKSREVISJONEN;inns-201718-311S.xml
2017-2018;S;S;311;TRYGDER;TRYGDER;inns-201718-311S.xml
2017-2018;S;S;312;PERSONVERN;PERSONVERN;inns-201718-312S.xml
2017-2018;S;S;312;RIKSREVISJONEN;RIKSREVISJONEN;inns-201718-312S.xml
2017-2018;S;S;313;SAMFERDSEL;SAMFERDSEL;inns-201718-313S.xml
2017-2018;S;S;313;RIKSREVISJONEN;RIKSREVISJONEN;inns-201718-313S.xml
2017-2018;S;S;313;JERNBANER;JERNBANER;inns-201718-313S.xml
2017-2018;S;S;313;SJØFART;SJØFART;inns-201718-313S.xml
2017-2018;S;S;313;HAVNER;HAVNER;inns-201718-313S.xml
2017-2018;S;S;314;MENNESKERETTIGHETER;MENNESKERETTIGHETER;inns-201718-314S.xml
2017-2018;S;S;314;SAMFUNNSSIKKERHET;SAMFUNNSSIKKERHET;inns-201718-314S.xml
2017-2018;S;S;315;RETTSVESEN;RETTSVESEN;inns-201718-315S.xml
2017-2018;S;S;315;SIVILRETT;SIVILRETT;inns-201718-315S.xml
2017-2018;S;S;315;BOLIGSAKER;BOLIGSAKER;inns-201718-315S.xml
2017-2018;S;S;315;FAMILIE;FAMILIE;inns-201718-315S.xml
2017-2018;S;S;316;KRIMINALOMSORG;KRIMINALOMSORG;inns-201718-316S.xml
2017-2018;S;S;316;BARN;BARN;inns-201718-316S.xml
2017-2018;S;S;316;BARNEVERN;BARNEVERN;inns-201718-316S.xml
2017-2018;S;S;316;HELSEVESEN;HELSEVESEN;inns-201718-316S.xml
2017-2018;S;S;316;POLITI OG PÅTALEMYNDIGHET;POLITI OG PÅTALEMYNDIGHET;inns-201718-316S.xml
2017-2018;S;S;317;BARN;BARN;inns-201718-317S.xml
2017-2018;S;S;317;BARNEHAGER;BARNEHAGER;inns-201718-317S.xml
2017-2018;S;S;317;GRUNNSKOLE;GRUNNSKOLE;inns-201718-317S.xml
2017-2018;S;S;320;NORDISK SAMARBEID;NORDISK SAMARBEID;inns-201718-320S.xml
2017-2018;S;S;321;INTERNASJONALT SAMARBEID;INTERNASJONALT SAMARBEID;inns-201718-321S.xml
2017-2018;S;S;321;UTENRIKSSAKER;UTENRIKSSAKER;inns-201718-321S.xml
2017-2018;S;S;321;EUROPARÅDET;EUROPARÅDET;inns-201718-321S.xml
2017-2018;S;S;321;EU/EØS;EU/EØS;inns-201718-321S.xml
2017-2018;S;S;321;POLAROMRÅDER;POLAROMRÅDER;inns-201718-321S.xml
2017-2018;S;S;321;NATO;NATO;inns-201718-321S.xml
2017-2018;S;S;322;ENERGI;ENERGI;inns-201718-322S.xml
2017-2018;S;S;322;FORURENSNING;FORURENSNING;inns-201718-322S.xml
2017-2018;S;S;322;NATURVERN;NATURVERN;inns-201718-322S.xml
2017-2018;S;S;323;NATURVERN;NATURVERN;inns-201718-323S.xml
2017-2018;S;S;324;NATURVERN;NATURVERN;inns-201718-324S.xml
2017-2018;S;S;325;SAMFERDSEL;SAMFERDSEL;inns-201718-325S.xml
2017-2018;S;S;325;NATURVERN;NATURVERN;inns-201718-325S.xml
2017-2018;S;S;326;FISKERIER;FISKERIER;inns-201718-326S.xml
2017-2018;S;S;326;FORURENSNING;FORURENSNING;inns-201718-326S.xml
2017-2018;S;S;326;OLJE OG GASS;OLJE OG GASS;inns-201718-326S.xml
2017-2018;S;S;326;MILJØVERN;MILJØVERN;inns-201718-326S.xml
2017-2018;S;S;330;POLAROMRÅDER;POLAROMRÅDER;inns-201718-330S.xml
2017-2018;S;S;330;SVALBARD;SVALBARD;inns-201718-330S.xml
2017-2018;S;S;330;KOMMUNIKASJONSTEKNOLOGI;KOMMUNIKASJONSTEKNOLOGI;inns-201718-330S.xml
2017-2018;S;S;332;PERSONVERN;PERSONVERN;inns-201718-332S.xml
2017-2018;S;S;332;EU/EØS;EU/EØS;inns-201718-332S.xml
2017-2018;S;S;332;KOMMUNIKASJONSTEKNOLOGI;KOMMUNIKASJONSTEKNOLOGI;inns-201718-332S.xml
2017-2018;S;S;337;INTERNASJONALT SAMARBEID;INTERNASJONALT SAMARBEID;inns-201718-337S.xml
2017-2018;S;S;337;PRIVATSKOLER;PRIVATSKOLER;inns-201718-337S.xml
2017-2018;S;S;337;TRAKTATER;TRAKTATER;inns-201718-337S.xml
2017-2018;S;S;338;SKATTER;SKATTER;inns-201718-338S.xml
2017-2018;S;S;338;AVGIFTER;AVGIFTER;inns-201718-338S.xml
2017-2018;S;S;338;HAVBRUK;HAVBRUK;inns-201718-338S.xml
2017-2018;S;S;338;KOMMUNENES ØKONOMI;KOMMUNENES ØKONOMI;inns-201718-338S.xml
2017-2018;S;S;339;HELSEPERSONELL;HELSEPERSONELL;inns-201718-339S.xml
2017-2018;S;S;339;HØYERE UTDANNING;HØYERE UTDANNING;inns-201718-339S.xml
2017-2018;S;S;344;PSYKISK HELSE;PSYKISK HELSE;inns-201718-344S.xml
2017-2018;S;S;344;BARN;BARN;inns-201718-344S.xml
2017-2018;S;S;344;FORBRUKERSAKER;FORBRUKERSAKER;inns-201718-344S.xml
2017-2018;S;S;345;PSYKISK HELSE;PSYKISK HELSE;inns-201718-345S.xml
2017-2018;S;S;345;HELSEVESEN;HELSEVESEN;inns-201718-345S.xml
2017-2018;S;S;345;HUSBANKEN;HUSBANKEN;inns-201718-345S.xml
2017-2018;S;S;345;RUSMIDLER;RUSMIDLER;inns-201718-345S.xml
2017-2018;S;S;346;VEGTRAFIKK;VEGTRAFIKK;inns-201718-346S.xml
2017-2018;S;S;346;HELSEVESEN;HELSEVESEN;inns-201718-346S.xml
2017-2018;S;S;347;FRIVILLIGHET;FRIVILLIGHET;inns-201718-347S.xml
2017-2018;S;S;347;SKOLER;SKOLER;inns-201718-347S.xml
2017-2018;S;S;347;UNGDOMSARBEID;UNGDOMSARBEID;inns-201718-347S.xml
2017-2018;S;S;348;HELSEVESEN;HELSEVESEN;inns-201718-348S.xml
2017-2018;S;S;348;FORBRUKERSAKER;FORBRUKERSAKER;inns-201718-348S.xml
2017-2018;S;S;349;RETTFERDSVEDERLAG;RETTFERDSVEDERLAG;inns-201718-349S.xml
2017-2018;S;S;350;HANDEL;HANDEL;inns-201718-350S.xml
2017-2018;S;S;350;INTERNASJONALT SAMARBEID;INTERNASJONALT SAMARBEID;inns-201718-350S.xml
2017-2018;S;S;350;TRAKTATER;TRAKTATER;inns-201718-350S.xml
2017-2018;S;S;350;FOLKEHELSE;FOLKEHELSE;inns-201718-350S.xml
2017-2018;S;S;358;FORSVAR;FORSVAR;inns-201718-358S.xml
2017-2018;S;S;358;MILITÆRT PERSONELL;MILITÆRT PERSONELL;inns-201718-358S.xml
2017-2018;S;S;359;FORSVAR;FORSVAR;inns-201718-359S.xml
2017-2018;S;S;359;FORSVARSMATERIELL;FORSVARSMATERIELL;inns-201718-359S.xml
2017-2018;S;S;359;MILITÆRT PERSONELL;MILITÆRT PERSONELL;inns-201718-359S.xml
2017-2018;S;S;360;FORSVAR;FORSVAR;inns-201718-360S.xml
2017-2018;S;S;360;HØYERE UTDANNING;HØYERE UTDANNING;inns-201718-360S.xml
2017-2018;S;S;360;MILITÆRT PERSONELL;MILITÆRT PERSONELL;inns-201718-360S.xml
2017-2018;S;S;361;STATENS PENSJONSFOND;STATENS PENSJONSFOND;inns-201718-361S.xml
2017-2018;S;S;362;HELSEVESEN;HELSEVESEN;inns-201718-362S.xml
2017-2018;S;S;362;PRISER OG KONKURRANSEFORHOLD;PRISER OG KONKURRANSEFORHOLD;inns-201718-362S.xml
2017-2018;S;S;362;LUFTFART;LUFTFART;inns-201718-362S.xml
2017-2018;S;S;362;SAMFUNNSSIKKERHET;SAMFUNNSSIKKERHET;inns-201718-362S.xml
2017-2018;S;S;363;STATSFORVALTNING;STATSFORVALTNING;inns-201718-363S.xml
2017-2018;S;S;363;EU/EØS;EU/EØS;inns-201718-363S.xml
2017-2018;S;S;364;AVGIFTER;AVGIFTER;inns-201718-364S.xml
2017-2018;S;S;364;VAREHANDEL;VAREHANDEL;inns-201718-364S.xml
2017-2018;S;S;364;NÆRINGSLIV;NÆRINGSLIV;inns-201718-364S.xml
2017-2018;S;S;364;FOLKEHELSE;FOLKEHELSE;inns-201718-364S.xml
2017-2018;S;S;365;SKATTER;SKATTER;inns-201718-365S.xml
2017-2018;S;S;365;AVGIFTER;AVGIFTER;inns-201718-365S.xml
2017-2018;S;S;365;BANKER;BANKER;inns-201718-365S.xml
2017-2018;S;S;366;NORGES BANK;NORGES BANK;inns-201718-366S.xml
2017-2018;S;S;366;TRYGDER;TRYGDER;inns-201718-366S.xml
2017-2018;S;S;367;BARN;BARN;inns-201718-367S.xml
2017-2018;S;S;367;FOLKEHELSE;FOLKEHELSE;inns-201718-367S.xml
2017-2018;S;S;368;OLJE OG GASS;OLJE OG GASS;inns-201718-368S.xml
2017-2018;S;S;370;STATENS PENSJONSFOND;STATENS PENSJONSFOND;inns-201718-370S.xml
2017-2018;S;S;370;OLJE OG GASS;OLJE OG GASS;inns-201718-370S.xml
2017-2018;S;S;370;NORGES BANK;NORGES BANK;inns-201718-370S.xml
2017-2018;S;S;370;TRYGDER;TRYGDER;inns-201718-370S.xml
2017-2018;S;S;370;AKSJER;AKSJER;inns-201718-370S.xml
2017-2018;S;S;371;BANKER;BANKER;inns-201718-371S.xml
2017-2018;S;S;371;NORGES BANK;NORGES BANK;inns-201718-371S.xml
2017-2018;S;S;371;ØKONOMISK SAMARBEID;ØKONOMISK SAMARBEID;inns-201718-371S.xml
2017-2018;S;S;371;FINANSER;FINANSER;inns-201718-371S.xml
2017-2018;S;S;372;STATENS PENSJONSFOND;STATENS PENSJONSFOND;inns-201718-372S.xml
2017-2018;S;S;372;STATSBUDSJETTET;STATSBUDSJETTET;inns-201718-372S.xml
2017-2018;S;S;373;PSYKISK HELSE;PSYKISK HELSE;inns-201718-373S.xml
2017-2018;S;S;373;PERSONVERN;PERSONVERN;inns-201718-373S.xml
2017-2018;S;S;373;BARNEVERN;BARNEVERN;inns-201718-373S.xml
2017-2018;S;S;374;ARBEIDSLIV;ARBEIDSLIV;inns-201718-374S.xml
2017-2018;S;S;374;EU/EØS;EU/EØS;inns-201718-374S.xml
2017-2018;S;S;375;ARBEIDSVILKÅR;ARBEIDSVILKÅR;inns-201718-375S.xml
2017-2018;S;S;375;HAVNER;HAVNER;inns-201718-375S.xml
2017-2018;S;S;376;ARBEIDSVILKÅR;ARBEIDSVILKÅR;inns-201718-376S.xml
2017-2018;S;S;376;NÆRINGSLIV;NÆRINGSLIV;inns-201718-376S.xml
2017-2018;S;S;377;LIKESTILLING;LIKESTILLING;inns-201718-377S.xml
2017-2018;S;S;377;FUNKSJONSHEMMEDE;FUNKSJONSHEMMEDE;inns-201718-377S.xml
2017-2018;S;S;377;MENNESKERETTIGHETER;MENNESKERETTIGHETER;inns-201718-377S.xml
2017-2018;S;S;378;ARBEIDSLIV;ARBEIDSLIV;inns-201718-378S.xml
2017-2018;S;S;378;SKOLER;SKOLER;inns-201718-378S.xml
2017-2018;S;S;379;RIKSREVISJONEN;RIKSREVISJONEN;inns-201718-379S.xml
2017-2018;S;S;380;SAMFERDSEL;SAMFERDSEL;inns-201718-380S.xml
2017-2018;S;S;380;FORURENSNING;FORURENSNING;inns-201718-380S.xml
2017-2018;S;S;380;LUFTFART;LUFTFART;inns-201718-380S.xml
2017-2018;S;S;380;KOMMUNIKASJONSTEKNOLOGI;KOMMUNIKASJONSTEKNOLOGI;inns-201718-380S.xml
2017-2018;S;S;380;VEGVESEN;VEGVESEN;inns-201718-380S.xml
2017-2018;S;S;381;PRISER OG KONKURRANSEFORHOLD;PRISER OG KONKURRANSEFORHOLD;inns-201718-381S.xml
2017-2018;S;S;381;JERNBANER;JERNBANER;inns-201718-381S.xml
2017-2018;S;S;382;PRISER OG KONKURRANSEFORHOLD;PRISER OG KONKURRANSEFORHOLD;inns-201718-382S.xml
2017-2018;S;S;382;ARBEIDSVILKÅR;ARBEIDSVILKÅR;inns-201718-382S.xml
2017-2018;S;S;382;JERNBANER;JERNBANER;inns-201718-382S.xml
2017-2018;S;S;383;REGJERINGEN;REGJERINGEN;inns-201718-383S.xml
2017-2018;S;S;384;BARNEVERN;BARNEVERN;inns-201718-384S.xml
2017-2018;S;S;384;HELSEINSTITUSJONER;HELSEINSTITUSJONER;inns-201718-384S.xml
2017-2018;S;S;384;ARBEIDSVILKÅR;ARBEIDSVILKÅR;inns-201718-384S.xml
2017-2018;S;S;385;OLJE OG GASS;OLJE OG GASS;inns-201718-385S.xml
2017-2018;S;S;385;ARBEIDSVILKÅR;ARBEIDSVILKÅR;inns-201718-385S.xml
2017-2018;S;S;385;ARBEIDSMILJØ;ARBEIDSMILJØ;inns-201718-385S.xml
2017-2018;S;S;386;PERSONVERN;PERSONVERN;inns-201718-386S.xml
2017-2018;S;S;386;HELSEVESEN;HELSEVESEN;inns-201718-386S.xml
2017-2018;S;S;386;KOMMUNIKASJONSTEKNOLOGI;KOMMUNIKASJONSTEKNOLOGI;inns-201718-386S.xml
2017-2018;S;S;386;SAMFUNNSSIKKERHET;SAMFUNNSSIKKERHET;inns-201718-386S.xml
2017-2018;S;S;387;HØYERE UTDANNING;HØYERE UTDANNING;inns-201718-387S.xml
2017-2018;S;S;387;VOKSENOPPLÆRING;VOKSENOPPLÆRING;inns-201718-387S.xml
2017-2018;S;S;388;ARBEIDSVILKÅR;ARBEIDSVILKÅR;inns-201718-388S.xml
2017-2018;S;S;388;LØNN OG INNTEKT;LØNN OG INNTEKT;inns-201718-388S.xml
2017-2018;S;S;389;FORSVAR;FORSVAR;inns-201718-389S.xml
2017-2018;S;S;389;POLITI OG PÅTALEMYNDIGHET;POLITI OG PÅTALEMYNDIGHET;inns-201718-389S.xml
2017-2018;S;S;389;STORTINGET;STORTINGET;inns-201718-389S.xml
2017-2018;S;S;390;UNIVERSITETER;UNIVERSITETER;inns-201718-390S.xml
2017-2018;S;S;390;HELSEVESEN;HELSEVESEN;inns-201718-390S.xml
2017-2018;S;S;390;POLITI OG PÅTALEMYNDIGHET;POLITI OG PÅTALEMYNDIGHET;inns-201718-390S.xml
2017-2018;S;S;392;ARBEIDSLIV;ARBEIDSLIV;inns-201718-392S.xml
2017-2018;S;S;392;ARBEIDSVILKÅR;ARBEIDSVILKÅR;inns-201718-392S.xml
2017-2018;S;S;392;NÆRINGSLIV;NÆRINGSLIV;inns-201718-392S.xml
2017-2018;S;S;393;FYLKER;FYLKER;inns-201718-393S.xml
2017-2018;S;S;393;FYLKESKOMMUNENES ØKONOMI;FYLKESKOMMUNENES ØKONOMI;inns-201718-393S.xml
2017-2018;S;S;393;KOMMUNENES ØKONOMI;KOMMUNENES ØKONOMI;inns-201718-393S.xml
2017-2018;S;S;393;LOKALFORVALTNING;LOKALFORVALTNING;inns-201718-393S.xml
